id,title,cluster,bins
1dkda8s,"researchers leverage shadows to model 3d scenes, including objects blocked from view. this technique could lead to safer autonomous vehicles, more efficient ar/vr headsets, or faster warehouse robots.",1,200
1dkivme,"for evs, semi-solid-state batteries offer a step forward. chinese automakers are rolling out batteries with gel electrolytes.",4,200
1dl1vck,‘space hairdryer’ uses shockwaves to regenerate heart cells post-surgery | the clinical trial proved shockwave therapy’s ability to regenerate heart tissue as well as improve heart pumping function in patients.,4,200
1dlsqzk,gel sensor uses motion to generate 83% higher voltage than counterparts,4,200
1dm2aw8,"‘glassy gels’ are a new class of strong, stretchy, sticky materials. they're as tough as plastic but five times as elastic.",4,200
1dmj3j5,humanoid robot with highest operational time in tests by us logistics giant,1,200
1dmnn6t,is this the end of animal testing? researchers are increasingly turning to organ-on-a-chip technology for drug testing and other applications.,1,200
1dmwg00,"swallowable robot with thrusters performs endoscopy at home | pillbot lets doctors examine the stomach remotely via a smartphone app, replacing upper endoscopy with minimal patient prep.",4,200
1dnawje,‘living laboratory’: japan’s ‘woven city’ to get 1st residents — toyota,3,200
1dnepmg,german team extracts battery-grade lithium from geothermal water | the new process could provide an alternative to more conventional ‘dirty’ methods of extracting lithium.,3,200
1dngkrd,"designing for outer space. with nasa planning permanent bases in space and on the moon, mit students develop prototypes for habitats far from planet earth.",0,200
1dngvmp,"world’s 1st epilepsy implant cuts seizures by 80%, recharges via headphones | seven months post-operation, oran has been reported to be “more alert and has not experienced any drop seizures during the day.”",0,200
1do2pj3,"first-ever 3d printer that gulps plastic, metal, chips to make layered devices",3,200
1do8olr,human-like skin for humanoids: japan creates new tissue binding tech for robots | researchers found a way to bind skin to complex structures by mimicking skin-ligament structures and using v-shaped perforations.,1,200
1dogv0i,face screening tool detects stroke in seconds,0,200
1dovrug,german firm synhelion opens ‘world’s 1st’ industrial solar fuel plant,3,200
1doy3vq,"us scientists turn dry air into drinking water with 5 times more efficiency | even in desert-like conditions, the fins were saturated with water in about an hour.",1,200
1dp0glg,"scientists move objects with sound, pave way for noninvasive drug delivery | the new sound-based method can move objects regardless of their surroundings or physical properties.",1,200
1dporx1,"rhinos get radioactive horns, will trigger nuclear alarms if poached | witwatersrand university’s initiative could extend to protecting elephants, pangolins, and other endangered species.",1,200
1dpsxfc,"world record-shattering 402 tb data sent in a second via optical fiber | 37.6 thz optical bandwidth achieved by using 6 doped-fiber amplifier variants and raman amplification, covering all low-loss transmission bands of silica fibers.",2,200
1dqghqy,tiny lens that uses light trickery to detect gas created in germany,4,200
1dqj83k,"one of the world's largest engines becomes a clean generator. originally designed to burn diesel, dual-fuel, or gasoline for tankers and container ships, the wärtsilä 31 marine engine gets a new life generating clean, renewable electricity.",4,200
1dr85je,"nasa extends starliner mission for astronauts on iss, insisting ‘they are not stranded in space’",0,200
1drmfye,"world's 1st smart glasses with gpt-4o identify objects, answer queries | solos smart eyewear announces airgo vision, the first glasses to incorporate gpt-4o technology.",3,200
1drpsld,chinese scientists create robot with brain made from human stem cells,1,200
1drzgzq,"record-shattering nyobolt's ev battery charges 10-80% under 5 minutes | this compact and powerful battery, designed for electric vehicles, achieves an 80% charge in a mere four minutes.",4,200
1ds00gf,nuclear microreactor gets unmatched safety with live 3d temperature mapping,2,200
1dsfz4o,wireless receiver blocks interference for better mobile device performance,1,200
1dsq646,invisible assassins: new nanobots detonate hidden weapons to kill cancer,2,200
1dsttfv,researchers craft smiling robot face from living human skin cells,1,200
1dt5fv5,supershoes are reshaping distance running.,0,200
1dtiudd,us builds world’s most accurate atomic clock ever to boost space science | light-based or optical atomic clocks could potentially lose a second in 30 billion years compared to microwave-based clocks.,2,200
1dtiwtz,feel the beat: mit’s brain-powered bionic leg lets amputees dance again,0,200
1dtu8bn,"engine innovation enables portable muscle power for assistive devices | the fluidic engine, with a battery-powered high-torque motor, generates pressure allowing the artificial muscle to exert substantial force.",0,200
1dub0xz,"mit, harvard, columbia scientists create implantable microphones for the deaf",3,200
1duwv3m,"figure’s 01 humanoids now working at bmw’s car plant in us | the humanoid operates autonomously, with actions guided by neural networks mapping pixels to actions.",0,200
1dv4uki,"new tech turns industrial energy waste into drinking water, heat in norway",1,200
1dv5ytc,a polyester-dissolving process could make modern clothing recyclable,1,200
1dv7ai1,mind-reading ai recreates what you're looking at with amazing accuracy,2,200
1dv7ybk,"100-year-old house showcases one of uk's best heat pumps | heat pumps are praised for their potential to reduce global co2 emissions by 500 million metric tons, according to the international energy agency.",3,200
1dvacix,"3d-printed edible qr codes for tailored meals made in singapore | this technology can be applied in creating meals tailored to individual dietary needs, aesthetically pleasing dishes, and interactive food experiences such as edible qr codes.",0,200
1dvns4t,japan introduces enormous humanoid robot to maintain train lines,4,200
1dvuq21,ultimate test’: mit gives probiotic bacteria space-resilient superpower,0,200
1dvv072,fish-friendly fans: us firm’s turbines make hydropower safe for marine life | the us-based firm had built the world’s first fish safe restoration hydro turbine in 2019.,1,200
1dwnhiz,‘rocket suit’ in olympics: nasa-backed design could help swimmers clinch gold,4,200
1dwnt3t,a way to let robots learn by listening will make them more useful,1,200
1dwu2ai,"robogrocery: mit's soft robot packs groceries with record accuracy | rgb-d cameras capture depth and color data, enabling precise identification of objects’ shapes and sizes on the conveyor belt.",3,200
1dxeodw,"400 robotic surgeries, 98% survival rate: saudi hospital achieves milestone",0,200
1dxf0nq,"step aside futurama, scientist build robot that's controlled by a brain in a jar",2,200
1dxowrz,"china's robot dog aids blind people with 90% voice recognition accuracy | the robot guide dog can reach speeds up to 3 m/s, accommodating both slow walking and faster paces. its six-legged structure guarantees stable, quiet motion.",3,200
1dy69lj,ivf breakthrough: 1st-of-its-kind pregnancy pill boosts fertility greatly,3,200
1dy9t2l,world’s first mouse model with fully functional human immune system developed | this new approach may offer a viable alternative to the use of non-human primates in immunological and microbiological research.,1,200
1dyhq3b,"ammo atm? ai-powered bullet vending machines introduced in us | the company, according to its website, also says that its vending machines are as easy to use as an atm.",4,200
1dyzdsz,no finger pricks: tiny laser-loaded band-aid tracks glucose from sweat | the innovative device integrates microlaser technology into a soft hydrogel film for precise biomarker detection in real-time.,4,200
1dz0i8n,new fiber optics tech smashes data rate record. expanded bandwidth yields a transmission rate of 402 terabits per second.,2,200
1dzbjo8,engineers have created a device that can efficiently convert heat into electrical voltage at temperatures lower than that of outer space. the innovation could help overcome a significant obstacle to the advancement of quantum computing technologies.,1,200
1dztlfy,us develops world’s 1st forever-chemical-free battery with 20% more power | the process is free from pfas or forever chemicals and the company claims that it will have competitive pricing with other cobalt-based electrodes.,1,200
1dzueq5,rice-sized warrior: new led device uses light to destroy deep cancers,1,200
1dzveuo,xiaomi's self-optimizing autonomous factory will make 10m+ phones a year,4,200
1e0l7kn,"world’s highest performing quantum chip unveiled by oxford ionics | by using electronics-based qubit control, quantum ionics could bring us quantum computers in a few years.",1,200
1e0mj3o,us: cancer patient’s voice restored with world’s first larynx transplant,1,200
1e0mqxs,ai brain implant restores bilingual communication for stroke survivor,1,200
1e1f9qb,"hydrogen-powered air taxi sets record 523-mile trip, emits just water steam | joby’s hydrogen-electric demonstrator, based on their battery-electric aircraft, holds 88 lbs of liquid hydrogen and fewer batteries, sharing the same airframe.",2,200
1e1tuhd,"artificial foot that mimics human movement to help people with limb loss | this unique foot is motor-free, flexible, and designed for all-weather use.",1,200
1e1ucvp,wave begins delivery of fire-spewing engine with no moving parts,0,200
1e1zznl,reasoning skills of large language models are often overestimated | mit news | massachusetts institute of technology,4,200
1e274dp,"flexible artificial foot mimics human movement, can help people with limb loss",2,200
1e2asbn,"new weightless carbon fiber battery could make cars, planes 50% lighter | this innovative material serves a dual purpose: it acts as both a structural component and a power source, eliminating the need for additional heavy batteries.",1,200
1e2pmrf,silicon days over? new organic solar panel offers increased efficiency | organic semiconductors offer a viable alternative to silicon-based photovoltaic panels at a lower cost and with greater flexibility.,4,200
1e2zdwh,world’s first mobile bricklayer robot that boosts construction speed enters us,1,200
1e3rbrg,scientists finally discover dna key to fight deadly pancreatic cancer,1,200
1e3s9ei,"soft robot can amputate and reattach its own legs | inspired by lizards and ants, this robot can change its shape at will",1,200
1e4ltis,spacesuit prototype turns pee into drinking water | the system is inspired by the stillsuits for collecting moisture in the science fiction epic dune,2,200
1e4lxld,us to test japan’s unique wind turbines that generate power even at 7 mph,1,200
1e4pdgi,"solar panel waste makes ev batteries 99.9% efficient, retain 83.1% capacity | silicon anodes give lithium-ion batteries better energy density and can improve battery performance, even over 200 charge-discharge cycles.",1,200
1e4rvyj,drone sits on power lines to recharge,4,200
1e4znsy,new 'superlubricity' coating is a step toward friction-free machines,4,200
1e5fn4e,paralyzed patient speaks with power of thoughts using brain-computer interface,1,200
1e5htcp,"world’s 1st dual-tower solar plant unveiled, will make 1.8 billion kwh yearly | the 200-meter dual towers have 30,000 mirrors to cover an 800,000-square-meter light-collecting area.",1,200
1e5hyj9,"shapeshifting battery can stretch 5000%, retain charge after 70 cycles | researchers used material used to make contact lenses to make the battery flexible.",1,200
1e5i32x,"new drug reverses diabetes in mice, boosting insulin-making cells by 700% | one day this research could lead to game-changing new treatments for diabetes",1,200
1e619ih,"the smallest, lightest solar-powered drone takes flight | it weighs less than a nickel and can fly nonstop while the sun shines",0,200
1e68rt1,"this ""smart"" soil can water and feed itself | a newly engineered type of soil can capture water out of thin air to keep plants hydrated and manage the release of fertilizer.",2,200
1e68t02,"enzyme-powered “snot bots” help deliver drugs in sticky situations | tiny, enzyme-powered bots can push through mucus, helping to deliver drugs more efficiently.",0,200
1e6dt9o,"robot dog cleans up beaches with foot-mounted vacuums | thanks to vero, genoa has fewer cigarette butts littering the ground",2,200
1e6ivyi,"charge less, power more: zinc-bromine battery tech hits record 10,000 charge cycles",1,200
1e71fmi,‘dolphin skin’ propeller boosts fuel efficiency of cargo ships | a new propeller coated with a skin mimicking that of a dolphin holds the promise of significantly reducing fuel consumption and emissions in large cargo ships.,0,200
1e734lu,"horsepower to poop power: horse manure better at generating electricity, heat",1,200
1e7sn01,why bigger may not be better for nuclear energy,1,200
1e8jz5f,"complete recycle of solid-state batteries possible, thanks to polymer layers",2,200
1e8usdd,"new drug extends lifespan by 25%, fights aging, could prevent cancer | researchers administered an injection of an anti-il-11 antibody to 75-week-old mice, neutralizing the harmful effects of il-11.",1,200
1e9a4id,graphene-based brain chip offers 200x more power for parkinson’s patients | inbrain’s graphene chip is a promising new technology with the potential to improve brain surgery and neurological treatments.,1,200
1e9c02n,origami helps implant sensors in bio-printed tissue,0,200
1e9im8v,rolls royce’s 120-inch-long mini space nuclear reactor gets funding boost,4,200
1ea3pen,us scientists create plastic that glows and biodegrades on demand | the secret lies in integrating a special chemical called tert-butyl ester.,3,200
1ea5gwq,sky drift: boeing’s pilotless air taxi could take passenger flight by 2030,4,200
1ea6wai,dog-like robot jams home networks and disables devices during police raids — dhs develops neo robot for walking denial of service attacks | smart home defenses crumble when the neo dog arrives.,4,200
1eaemw3,"new 3d-printed solar steam generators can desalinate, purify seawater | the ssg absorbs sunlight, converts it into thermal energy then uniformly transfers it to water, resulting in its absorption of heat and subsequent evaporation, as per scientists.",1,200
1eayt44,test flight demonstrates navigation by cellphone signals | the new technique could protect against gps spoofing,2,200
1eaz4m1,"breakthrough battery bears 212°f heat, hits 99.8% efficiency after 450 cycles",1,200
1ebqw90,scientific milestone achieves atomic-scale imaging in a world-first | researchers have built a single molecule high resolution quantum sensor that can measure electric and magnetic fields in atoms.,1,200
1ebsnaj,"ai-powered robotic exoskeleton enables paraplegic athlete carry olympic flame | as one of the first testers, piette has contributed to the improvement of robotic exoskeletons, even taking part in ‘cybathlons’.",3,200
1ebss69,"breakthrough air-to-water converter works even at night, generates 20l daily",2,200
1ebtswb,"device that turns wi-fi signals into electricity created by scientists | this rectifier is designed to operate at extremely low power levels, even below -20 dbm, overcoming the limitations faced by conventional technologies.",1,200
1ec0mim,"new method turns banana waste into green textiles, energy | scientists estimate that the banana agricultural waste in pakistan could yield 57,488 million cubic meters of syngas.",1,200
1eckiyu,"mit scientists have discovered a new way to produce hydrogen fuel, using just soda cans, seawater and coffee grounds | the team says the chemical reaction could be put to work powering engines or fuel cells in marine vehicles that suck in seawater.",1,200
1ecn7jl,maglev titanium heart now whirs inside the chest of a live patient | the fully mechanical heart uses the same technology as high-speed rail lines. the feat marks a major step in keeping people alive as they wait for heart transplants.,4,200
1ecpm7k,dual action antibiotic could make bacterial resistance nearly impossible,1,200
1edesiu,"artificial blood vessels mimic human veins, offer breakthrough in heart surgery",1,200
1edhgs0,"a.i. may save us, or may construct viruses to kill us (gift article)",1,200
1ee5qot,us’ first robot-assisted dual kidney transplant performed in ohio,1,200
1ee7oxz,samsung delivers solid-state battery for evs with 600-mile range as it teases 9-minute charging and 20-year lifespan tech,4,200
1eekj1a,mit robot gently peels squash with one hand while holding it by other,3,200
1eevlre,"new wearable tech could help track ptsd, sepsis early through nerve activity | this technology could enable doctors to pinpoint patients who are at increased risk of excessive immune responses or immunoparalysis.",1,200
1eex81h,oak ridge sets a new record for wireless ev charging​ | ornl's zippy prototype delivered 270 kilowatts to a porsche taycan,2,200
1eezhwy,uk scientists achieve unprecedented 402 tbps data transmission over optical fiber | they broke their own 319 tbps record set in march,1,200
1efrmdm,"cat poo parasites could cure disorders like alzheimer’s, parkinson’s | engineered toxoplasma gondii successfully delivered therapeutic proteins to brain cells, marking a significant breakthrough in overcoming the blood-brain barrier.",1,200
1efsgry,us scientists master control of hypersonic jet engine with light-based tech,1,200
1egl5s7,"drought buster: solar tech extracts 3 liters of water from thin air daily | the design improves material flow and energy use, producing 0.65 l/m²/hr of freshwater under sunlight and 90% humidity.",1,200
1egln6i,scientists create living mosquito repellent from human skin bacteria | new bacteria design reduces mosquito attraction by up to 64.4% and lasts over a week.,3,200
1ehf9ml,construction of us’ first fourth-gen nuclear reactor ‘hermes’ begins,1,200
1ehfbyl,using 3d printing to create 3d circuits: researchers unlock self-healing boards | a singapore team has developed a novel 3d printing technique for three-dimensional circuits,3,200
1ei7oln,3d-printed ceramic ink removes “forever chemicals” from water,4,200
1ei7tm3,neuralink rival synchron syncs apple vision pro to paralyzed patient’s thoughts,0,200
1eib6l9,"219,000 kwh: norway deploys world’s largest vertical rooftop solar on soccer field | vertical solar panels generate 20-30 percent higher specific yield by the company’s own estimates.",4,200
1ej0mt0,nuclear reactor breakthrough: new material can replace costly nickel alloys,1,200
1ej65wo,"world’s first 18650 potassium-ion battery debuts, can replace lithium cells | the 18650 format, being the most widely used and designed cell format, ensures compatibility with existing devices and applications.",1,200
1ejk6en,fully-automatic robot dentist performs world's first human procedure,1,200
1ejou2g,watch: vacuum-footed robot dog cleans up the beach,4,200
1ejt40y,flash recycling breakthrough achieves 98% efficiency in battery recovery,1,200
1ekjr32,engineers use wood pulp to 3d-print stronger concrete for construction | cellulose nanofibrils (cnf) could potentially revolutionize 3d-printed concrete.,1,200
1ekm1r5,"oxford dynamics’ robot can endure nuclear incidents, even fatal radiation",1,200
1ekm20z,"cheap heat-storing 'firebricks' projected to save industries trillions | researchers predict that firebricks could reduce global reliance on batteries by 14.5%, hydrogen by 31%, and underground heat storage by 27.3% — if the world switches to full renewable energy by 2050.",2,200
1el8i7c,phys.org: physicists develop new method to combine conventional internet with the quantum internet,1,200
1elc401,"nezha-seadart: china tests air-sea hybrid drone with flight, dive capabilities | nezha-seadart can vertically take off, land from ground and water, and cruise in the air with lift generated by the wings.",0,200
1elev2v,"soft gold electrode helps nerves to connect with electronics | the soft gold wires stretch along with the body’s movements, without poking or damaging surrounding tissues.",0,200
1elfq61,"1st-ever quantum, classical internet merger achieved via single optical fiber | this novel quantum experiment has the potential to advance telecommunications.",1,200
1elg4ai,new biomaterial regrows cartilage; could prevent knee replacement surgery,3,200
1eljznm,new fuel cell achieves 60% electrical efficiency with 100% hydrogen | the solid oxide fuel cell (sofc) platform can now generate electricity with an incredible 60% efficiency when using 100% hydrogen.,2,200
1elxcfe,new canine knee implant developed by texas university to treat pet’s injury | the rev knee method begins by uploading ct scans of a knee joint into software that recreates the patient’s unique tibial and femoral components.,2,200
1em91cv,potential vaccine and treatment developed for flu and coronaviruses | team develops two nasal sprays – an immune activator and a new vaccine – to prevent virus transmission.,3,200
1em9uct,world’s 1st ai-powered hearing aids boost speech understanding by 53 times,3,200
1em9xsv,"this innovative device allows south american paleontologists to share fossils with the world. paleoscan offers scientists at far-flung institutions a less expensive way to digitize their collections and preserve at-risk specimens of fish, turtles, pterosaurs and more.",4,200
1emaxir,"sandwich to star power: mayonnaise may unlock ‘never unstable’ nuclear fusion | although mayonnaise typically behaves as a solid, when subjected to a pressure gradient, it begins to flow in a manner similar to plasma under comparable conditions.",4,200
1emcybo,could this new drug turn back the clock on multiple sclerosis?,1,200
1emfrjt,soft robotic glove returns gripping power to weakened hands,4,200
1en2ld6,"water-powered, electronics-free bandage heals chronic wounds 30% faster | when applied to a wound, a drop of water activates the battery, creating an electric field that promotes healing for several hours.",3,200
1en43aa,"world’s largest, 78 kwp floating solar plant powers paris olympic village",3,200
1en9ajl,nissan has demonstrated a new automotive paint that can drastically cool a vehicle parked in direct sunshine | tests have shown that treated cars stay up to 21.6 °f (12 °c) cooler than untreated cars parked side by side.,4,200
1enmwg3,"new lensless fluorescence microbial detection system to save millions of lives | a more efficient, low-cost system to help detect microbes in water quickly and easily, could help save millions of lives yearly in developing countries.",1,200
1enwq8v,japan adds co2 to old-school debris to create stronger concrete bricks | these new concrete blocks are strong enough to build houses and pavements.,1,200
1eo04j9,figure says its new humanoid robot can chat and learn from its mistakes,1,200
1eo2zgz,sandisk announces the world’s first 8tb sd card – the biggest memory card we’ve ever seen,3,200
1eo52ib,"‘printable’ perovskite solar cells achieve 26% efficiency, 20-year lifespan | the other major benefit is that these new generation perovskite solar cells can be printed at very low room temperatures.",1,200
1eoqlr3,new 3d printer ink makes recyclable electric circuits without heat or light | researchers from the us and korea have developed a new 3d printable ink that solidifies in salt water and is easily recyclable using just fresh water,1,200
1eose29,world’s first fusion ignition breakthrough: us firm wins esteemed award,1,200
1eox68e,breakthrough flexible solar panels are so thin they can be printed on any surface – even backpacks | a coating that's just 1 micron thick can be applied to almost any surface,1,200
1epclyw,"robots can now train themselves with new ""practice makes perfect"" algorithm",1,200
1epiona,boost ev safety with one spray: breakthrough coating enhances battery protection,1,200
1epwhz7,"how a monk and a hippo, a solar-powered waste-collection vessel, joined forces to tackle bangkok’s plastic pollution.",0,200
1epwsa1,"this futuristic space habitat is designed to self-assemble in orbit. the structure can be carried into space compactly, potentially lowering launch costs.",0,200
1eq9gtw,"scientists hail ‘smart’ insulin that responds to changing blood sugar levels in real time | people with type 1 diabetes may in future only need to give themselves insulin once a week, say experts",4,200
1eqar5t,"cern’s breakthrough experiment captures high-energy neutrinos for first time | the team analyzed a subset of the exposed detector volume, equivalent to 128.6 kg, focusing on high-energy neutrinos produced by lhc’s proton-proton collisions.",4,200
1eqch5s,china’s new blood test achieves 90% accuracy in early gastric cancer detection,1,200
1er4qjl,"rice’s ‘revolutionary’ reactor turns wastewater into green ammonia, drinking water | this breakthrough in electrochemical synthesis offers a sustainable alternative to traditional ammonia production methods.",3,200
1er4sns,"world’s 1st carbon removal facility to capture 30,000 tons of co2 over decade | also canada’s first commercial direct air capture project, deep sky’s carbon removal innovations facility aims to capture 3,000 tons of co2 per year.",4,200
1er603g,new glucose-responsive insulin may cut injection frequency to once a week,4,200
1eriq9h,"ai predicts diseases with 98% accuracy in real-time using tongue color | ai-powered computer model to analyze patients’ tongue colors for real-time disease diagnoses such as anemia, covid-19, vascular and gastrointestinal issues, or asthma.",3,200
1erze5z,martian ears: scientists develop sound system to track wind speeds on mars,1,200
1esr8gx,"new brain tech turns paralyzed patient’s thoughts into speech with 97% accuracy | this innovation deciphers brain signals when a person attempts to speak, converting them into text, which the computer then vocalizes.",1,200
1et4qkt,mit’s new ai-driven brain mapping platform sparks hope for alzheimer’s treatment,2,200
1etkr9e,"thin metal oxide films printed at room temperature can transform display tech | the films are transparent and highly conductive, thus valuable for applications such as touch screens and display technologies.",3,200
1etkryn,"researchers develop fabric that generates electricity from body heat | the fabric offers possibilities for health checks, and activity tracking.",4,200
1etnx0c,"new air-powered computer fights device failure, cuts stroke, blood clot risk",1,200
1etqevq,"us: world’s largest 8,500 mwh capacity battery to be built in maine | the project will use iron-air batteries that are easier to build, maintain and also recycle at the end of their life.",1,200
1eufg65,from pebbles to power: the rise of potassium silicate batteries,1,200
1ev6bsu,"flying robot can navigate collapsed structures easily, aid disaster response | hovering six feet up, drones convert 3d lidar data into a 2d map, analyzing pixels to identify doors and rooms.",0,200
1ev8d44,"clean lithium extraction possible with new zero-water, zero-chemical method",1,200
1evzc27,spit to save lives: 15-minute saliva test detects heart failure at home,0,200
1evzip1,"scientists use light to expand implants, reducing child heart surgeries | blue light has enough energy to start the reaction while remaining safe for living tissues.",1,200
1ew1fjc,"gps-free navigation nears reality with quantum technology breakthrough | integrated photonic chips enable compact, low-cost quantum navigation",1,200
1ew2hip,unitree g1 humanoid robot ready to leap into mass production,2,200
1ewmk8x,solar panel recyclers pioneer new methods for greening the industry,1,200
1ewsdc3,"printed electronics with 1,000 times more charge could detect spoiled milk, food | the printed electronics can be used to scan everyday objects—for example, milk cartons and fridges—to enable communication between these objects and smartphones and computers.",0,200
1ewtadv,plastic pollution solution: scientists develop green plastic alternative,4,200
1ewutmz,light-activated implant could spare babies from multiple heart surgeries,4,200
1ewuvxw,continuous flow reactor recycles many common plastics | aduro's water-based process could address growing plastic waste,3,200
1ewyobq,brainwave-reading robot ‘coaches’ could rehabilitate stroke survivors | a new system allows rehabilitation robots to read brainwaves using a brain-computer interface headset.,1,200
1ex6ygh,new bacteria-derived hydrogel effective in muscle tissue regeneration | a groundbreaking study in regenerative medicine: researchers manufactured a hydrogel out of bacteria that stimulates muscle repair.,4,200
1exmlee,"salsa hack: 50% recycled glass mix boosts cilantro, pepper, jalapeño plant growth | preliminary results suggest that recycled glass not only accelerates plant growth but also prevents fungal growth.",0,200
1exn9r3,unique ‘heart-in-a-box’ tech keeps donated organ beating for 9 hrs,4,200
1eyef97,world's fastest microscope freezes time at 1 quintillionth of a second | physicists at the university of arizona have developed the world’s fastest electron microscope to capture events lasting just one quintillionth of a second.,2,200
1eygkaa,‘natural cement’: scientists electrocute sand to stop coastline erosion | calculations estimate that the cost of electrically cementing one cubic meter of ground ranges from $3 to $6.,0,200
1eyglsu,"‘world’s fastest’ microscope captures electron motion in striking detail | the researchers generated a single attosecond electron pulse to capture an electron in a fixed state, matching the speed at which electrons move.",3,200
1eyhmwu,"lotus-inspired reactor turns carbon emissions into useful chemicals, fuel",0,200
1eyveyh,"new nanogenerators achieve 140-fold power density gain, could rival solar cells | if a traditional nanogenerator produces ten milliwatts of power, this new technology could increase that output to over 1,000 milliwatts.",1,200
1ez8rbn,"sprayable safety: stanford engineers wildfire-shielding gel to protect homes | the innovative gel transforms into a silica-based aerogel under heat, providing superior insulation and protection.",0,200
1ezbga6,67-year-old receives world-first lung cancer vaccine as human trials begin,2,200
1ezv07u,"eco-friendly ""living plastic"" contains the seeds of its own destruction",0,200
1ezxdja,swarmbotics founders grew 'obsessed with robot swarms' and now plan to bring them to the battlefield,4,200
1f02vpy,"mit develops low-cost, high-energy batteries using disordered rock salt cathodes |  the new material family primarily comprises manganese, an earth-abundant element less expensive than nickel and cobalt.",1,200
1f049yo,lotus leaf-inspired tech advances 3d nanoscale tumor study,2,200
1f0utuf,"us achieves superconductor breakthrough, can benefit quantum computing",1,200
1f16dw7,"bacteria helping to extract rare metals from old batteries in boost for green tech | team at university of edinburgh using microbes to recycle lithium, cobalt and other expensive minerals",2,200
1f1lpu5,"new ev battery transforms waste energy into power for extended range | deogam is currently field-testing their innovative battery in 500 hyundai ioniq 5 taxis on jeju island, south korea.",1,200
1f1mel1,artificial sun: nuclear fusion closer to reality with this new method,1,200
1f1mgoi,how do you 3d print glass? precisely shaped glass is a tricky substance for additive manufacturing,0,200
1f1qbna,tiny might: nanoparticles with huge surface area created to capture carbon | the nanoparticles could be used to curb emissions from various industries including cement and metals.,4,200
1f1qmlm,new laser could cram gps alternative into a shoebox | cold-atom interferometers' precise navigation is hampered by size and cost,3,200
1f2d32v,"tiny 8mm mind-reading chip turns thoughts into text with 91% accuracy | by converting thoughts into text, the mibmi offers a revolutionary communication tool for people with severe motor disabilities.",0,200
1f2d3lt,"japan’s manganese-boosted ev battery hits game-changing 820 wh/kg, no decay | manganese anodes in li-ion batteries achieved 820 wh/kg, surpassing nico batteries’ 750 wh/kg.",4,200
1f2g9s1,h2starfire: new hydrogen engine boasts 60% efficien,2,200
1f37b0t,"no glue required: wood and metal bonded with sound and 3d printing | the two methods create super strong bonds at the pore level, eliminating the need for caustic adhesives.",0,200
1f37d91,"china scientists’ breakthrough flow battery hits 850 cycles, retains 99.95% capacity | with new organic molecules, the organic flow battery performed well for 600 cycles without a drop in capacity.",1,200
1f39h04,"new wood-based material captures, releases co2 on demand",1,200
1f3ybqz,injectable pacemaker regulates heartbeat for 5 days then dissolves,0,200
1f3ye3p,"blood glucose affects voice pitch, with potential for diabetes monitoring",3,200
1f405uc,"4-hour power: world’s 1st 62-mile-range hydrogen-powered drone soars in china | the drone weighs around 42 pounds (19kg), carries up to 13 pounds (6kg), flies for over 4 hours, and boasts industry-leading performance and design.",4,200
1f42amw,every second counts: new blood test detects brain cancer in an hour,1,200
1f47r05,"new device listens for blood pressure | ultrasound monitoring allows for continuous, non-invasive measurements",1,200
1f4qhs4,"low cost ‘smart mask’ can detect disease from breath, researchers say | hopes that device may improve diagnosis and monitoring of conditions such as lung and kidney disease",4,200
1f4u3en,"eth unveils iron-based hydrogen storage that’s 10x cheaper, safer",0,200
1f4ulwr,new method turns plastic waste into valuable resources with vaporizing process | the new catalysts simplify the process by eliminating the need for a previously crucial step: removing hydrogen to create breakable points in the plastic’s structure.,3,200
1f585kx,the world’s fastest microscope captures electrons down to the attosecond,3,200
1f5kl9n,"world’s largest air-to-water heat pump to warm 30,000 homes in finland | the heat pump will supply 200 gwh of energy annually and help save 26,000 tonnes of carbon emissions.",4,200
1f5mjyd,heart simulator with nanoparticles can temporarily correct arrhythmia,0,200
1f5w5l2,researchers unlock cheap way to vaporize plastic and use it to make more plastic | the breakthrough enables a circular economy where plastic doesn't end up sitting in landfills,1,200
1f6aztx,"fungus learns to drive in ""biohybrid"" robots | a new kind of “biohybrid” robot moves in response to signals from the nervous system of a fungus.",1,200
1f6bw4x,"highly efficient perovskite nanocrystals to help develop next-gen ultra-hd leds | perovskites aren’t just limited to solar cells, they have the potential to provide the world with the best light emitters and displays ever witnessed.",4,200
1f6ebgv,new fusion reactor design promises unprecedented plasma stability,4,200
1f75zho,"new hydrogel ‘invention’ could slow, treat arthritis in early stages, claims china | this breakthrough development brings hope for millions of people suffering from osteoarthritis.",1,200
1f7sdla,exploring peptide clumping for improved drug and material solutions,2,200
1f7vzho,"sweat-powered finger wrap tracks glucose, vitamins, drug levels in your body | the device operates using biofuel cells positioned where it contacts the fingertip, which efficiently collect and convert chemicals in sweat into electricity.",1,200
1f7y4jv,us firm plans santa-like spaceplane launches with rocket-powered sled,4,200
1f7yhxc,uk aims for nuclear power breakthrough with ‘world-leading’ reactor design | step will aim to demonstrate net energy from fusion and pave the way for the commercialization of fusion energy.,1,200
1f8h8x0,"world’s 1st platinum-magnesium fuel cell catalyst unveiled, to boost efficiency | scientists say the new fuel cell catalyst made from platinum and magnesium delivers exceptional efficiency and durability, potentially transforming clean energy technology.",1,200
1f8qmx0,sensor-powered pen transforms braille into english text with 84.5% accuracy | the device’s real-time algorithm and tactile sensors make it a promising tool for learning and using braille.,3,200
